Owner Info,No of Bhk,Price Info,Locality, Square Feet, Construction,Price Per Sqft
BUILDER,3 BHK Apartment in Anuhar Rami Reddy Towers, 1.6 Cr,Manikonda,2810 ,Under Construction,"5,699 / sq ft"
BUILDER,2 BHK Apartment in Salarpuria Magnus, 1.43 Cr,Shaikpet,1495 ,Ready to move,"9,565 / sq ft"
BUILDER,2 BHK Apartment in Risinia Trendilla, 56.98 L,Bachupally,1295 ,Under Construction,"4,400 / sq ft"
BUILDER,2 BHK Apartment in Suchirindia The Tales of Greek, 43.6 L,Shamshabad,890 ,Under Construction,"4,899 / sq ft"
BUILDER,3 BHK Apartment in Aakriti Esta, 65.82 L,Tellapur,1431 ,Under Construction,"4,600 / sq ft"
BUILDER,3 BHK Apartment in Rami Reddy Laxmi Ram Haran, 1.65 Cr,Attapur,2540 ,Under Construction,"6,501 / sq ft"
BUILDER,4 BHK Villa in Vessella Woods, 6.22 Cr,Serilingampally,4147 ,Under Construction,"15,000 / sq ft"
BUILDER,3 BHK Apartment in Om Sree Brilliance, 1.18 Cr,Sainikpuri,2200 ,Under Construction,"5,400 / sq ft"
BUILDER,Residential Plot in Haripriya Dukes County Phase II, 1.11 Cr,Sheriguda,3150 ,New,"3,555 / sq ft"
BUILDER,3 BHK Apartment in Riddhi Grandeur, 95.35 L,Manikonda,1538 ,Under Construction,"6,200 / sq ft"
BUILDER,4 BHK Villa in Vajra Nature City, 1.45 Cr,Bachupally,2300 ,Under Construction,"6,304 / sq ft"
BUILDER,2 BHK Apartment in Vasavi Sri Nivasam, 56.02 L,Ghatkesar,1245 ,Under Construction,"4,500 / sq ft"
BUILDER,2 BHK Apartment in Theme Vista, 72.05 L,Attapur,1310 ,Under Construction,"5,500 / sq ft"
BUILDER,2 BHK Apartment in Beams 4 Blocks, 61.57 L,Kompally,1310 ,Under Construction,"4,700 / sq ft"
BUILDER,3 BHK Independent House in Harshith Lahari Aananda Spring Field Villas, 1.46 Cr,Shankarpalli,3120 ,Under Construction,"4,700 / sq ft"
BUILDER,3 BHK Apartment in Engineers Sri Tirumala Millennium Phase II, 75.58 L,Mallampet,1800 ,Under Construction,"4,199 / sq ft"
BUILDER,3 BHK Apartment in Prasad Atluri Cyber Springs, 96.22 L,Nanakramguda,1415 ,Ready to move,"6,800 / sq ft"
BUILDER,4 BHK Apartment in Prestige Ivy League, 2.9 Cr,Hitech City,3498 ,Ready to move,"8,290 / sq ft"
BUILDER,3 BHK Apartment in Anuhar Rami Reddy Towers, 97.11 L,Manikonda,1704 ,Under Construction,"5,699 / sq ft"
BUILDER,4 BHK Apartment in Salarpuria Magnus, 3.04 Cr,Shaikpet,2965 ,Ready to move,"10,252 / sq ft"
BUILDER,2 BHK Apartment in Risinia Trendilla, 52.58 L,Bachupally,1195 ,Under Construction,"4,400 / sq ft"
BUILDER,2 BHK Apartment in Suchirindia The Tales of Greek, 44.33 L,Shamshabad,905 ,Under Construction,"4,899 / sq ft"
BUILDER,3 BHK Apartment in Aakriti Esta, 66.01 L,Tellapur,1435 ,Under Construction,"4,600 / sq ft"
BUILDER,3 BHK Apartment in Rami Reddy Laxmi Ram Haran, 1.65 Cr,Attapur,2540 ,Under Construction,"6,501 / sq ft"
BUILDER,4 BHK Villa in Vessella Woods, 4.89 Cr,Serilingampally,3262 ,Under Construction,"15,000 / sq ft"
BUILDER,3 BHK Apartment in Om Sree Brilliance, 1.18 Cr,Sainikpuri,2195 ,Under Construction,"5,400 / sq ft"
BUILDER,Residential Plot in Haripriya Dukes County Phase II, 1.11 Cr,Sheriguda,3150 ,New,"3,555 / sq ft"
BUILDER,3 BHK Apartment in Riddhi Grandeur, 93.31 L,Manikonda,1505 ,Under Construction,"6,200 / sq ft"
BUILDER,2 BHK Apartment in Vasavi Sri Nivasam, 56.02 L,Ghatkesar,1245 ,Under Construction,"4,500 / sq ft"
BUILDER,3 BHK Apartment in Theme Vista, 81.67 L,Attapur,1485 ,Under Construction,"5,500 / sq ft"
BUILDER,2 BHK Apartment in Beams 4 Blocks, 58.51 L,Kompally,1245 ,Under Construction,"4,700 / sq ft"
BUILDER,3 BHK Independent House in Harshith Lahari Aananda Spring Field Villas, 1.41 Cr,Shankarpalli,3000 ,Under Construction,"4,700 / sq ft"
BUILDER,2 BHK Apartment in Engineers Sri Tirumala Millennium Phase II, 47.99 L,Mallampet,1143 ,Under Construction,"4,199 / sq ft"
BUILDER,3 BHK Apartment in Prasad Atluri Cyber Springs, 96.9 L,Nanakramguda,1425 ,Ready to move,"6,800 / sq ft"
BUILDER,4 BHK Apartment in Prestige Ivy League, 2.56 Cr,Hitech City,3031 ,Ready to move,"8,446 / sq ft"
BUILDER,3 BHK Apartment in Anuhar Rami Reddy Towers, 1.6 Cr,Manikonda,2810 ,Under Construction,"5,699 / sq ft"
BUILDER,3 BHK Apartment in Salarpuria Magnus, 1.77 Cr,Shaikpet,1865 ,Ready to move,"9,490 / sq ft"
BUILDER,3 BHK Apartment in Risinia Trendilla, 74.58 L,Bachupally,1695 ,Under Construction,"4,400 / sq ft"
BUILDER,2 BHK Apartment in Suchirindia The Tales of Greek, 48.65 L,Shamshabad,945 ,Under Construction,"5,149 / sq ft"
BUILDER,3 BHK Apartment in Aakriti Esta, 72.22 L,Tellapur,1570 ,Under Construction,"4,600 / sq ft"
BUILDER,3 BHK Apartment in Rami Reddy Laxmi Ram Haran, 1.65 Cr,Attapur,2540 ,Under Construction,"6,501 / sq ft"
BUILDER,4 BHK Villa in Vessella Woods, 6.38 Cr,Serilingampally,4258 ,Under Construction,"15,000 / sq ft"
BUILDER,3 BHK Apartment in Om Sree Brilliance, 1.15 Cr,Sainikpuri,2130 ,Under Construction,"5,400 / sq ft"
BUILDER,Residential Plot in Haripriya Dukes County Phase II, 63.99 L,Sheriguda,1800 ,New,"3,555 / sq ft"
BUILDER,2 BHK Apartment in Riddhi Grandeur, 77.19 L,Manikonda,1245 ,Under Construction,"6,200 / sq ft"
BUILDER,3 BHK Apartment in Vasavi Sri Nivasam, 70.65 L,Ghatkesar,1570 ,Under Construction,"4,500 / sq ft"
BUILDER,3 BHK Apartment in Theme Vista, 98.72 L,Attapur,1795 ,Under Construction,"5,500 / sq ft"
BUILDER,3 BHK Apartment in Beams 4 Blocks, 74.02 L,Kompally,1575 ,Under Construction,"4,700 / sq ft"
BUILDER,2 BHK Apartment in Engineers Sri Tirumala Millennium Phase II, 48.37 L,Mallampet,1152 ,Under Construction,"4,199 / sq ft"
OWNER,2 BHK Apartment, 43.17 L,Patancheru,1439 ,Ready to move,"3,000 / sq ft"
AGENT,3 BHK Apartment in Aliens Space Stations, 92.62 L,Tellapur,1597 ,Under Construction,"5,800 / sq ft"
AGENT,2 BHK Apartment, 47 L,Nacharam,1050 ,Ready to move,"4,476 / sq ft"
OWNER,3 BHK Apartment in Yashoda Sannidhi, 76 L,Miyapur,1337 ,Ready to move,"5,684 / sq ft"
OWNER,2 BHK Apartment, 42 L,Mokila,1000 ,Under Construction,"4,200 / sq ft"
OWNER,2 BHK Apartment, 87 L,Manikonda,1230 ,Ready to move,"7,073 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2000 ,Under Construction,"6,000 / sq ft"
OWNER,3 BHK Villa, 1.9 Cr,Kollur,3000 ,Under Construction,"6,333 / sq ft"
OWNER,3 BHK Apartment in Lanco Hills Apartments, 2.2 Cr,Manikonda,2540 ,Ready to move,"8,661 / sq ft"
OWNER,2 BHK Apartment, 50 L,Hastinapuram,1175 ,Ready to move,"4,255 / sq ft"
AGENT,3 BHK Apartment in Reputed Builder Saraswati Residency, 62.37 L,Aushapur,1025 ,Under Construction,"6,085 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Apartment, 69 L,Nagole,1100 ,Under Construction,"6,272 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,2 BHK Apartment in BRC Sri Hemadurga Sivahills, 82.41 L,Puppalaguda,1230 ,Under Construction,"6,700 / sq ft"
OWNER,3 BHK Apartment, 1.03 Cr,Madhapur,1450 ,Under Construction,"7,103 / sq ft"
OWNER,9 BHK Independent House, 2.9 Cr,Saidabad,5400 ,Ready to move,"5,370 / sq ft"
OWNER,6 BHK Villa, 1.12 Cr,Sainikpuri,2300 ,Under Construction,"4,869 / sq ft"
OWNER,2 BHK Apartment in Aaditri Aaditris Empire, 50 L,Kollur,1250 ,Under Construction,"4,000 / sq ft"
OWNER,2 BHK Independent House, 2.5 Cr,Chandanagar,1350 ,Ready to move,"18,518 / sq ft"
OWNER,10 BHK Independent House, 3.5 Cr,Mehdipatnam,9468 ,Ready to move,"3,696 / sq ft"
OWNER,3 BHK Apartment, 42.77 L,muthangi,1585 ,Under Construction,"2,699 / sq ft"
OWNER,2 BHK Apartment, 60 L,Ramachandra Puram,1200 ,Ready to move,"5,000 / sq ft"
OWNER,2 BHK Apartment, 59 L,Mallapur,1168 ,Ready to move,"5,051 / sq ft"
OWNER,2 BHK Apartment, 55 L,Gajularamaram,1285 ,Ready to move,"4,280 / sq ft"
OWNER,2 BHK Apartment in Alpine GMR Springfield, 40 L,Kompally,1100 ,Under Construction,"3,636 / sq ft"
OWNER,3 BHK Apartment, 42.17 L,Chandanagar Vill,1205 ,Under Construction,"3,500 / sq ft"
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,Resale,511 / sq ft
OWNER,3 BHK Apartment in Accurate Wind Chimes, 1.2 Cr,Narsingi,1655 ,Ready to move,"7,250 / sq ft"
OWNER,3 BHK Apartment in Aditya Imperial Heights, 1.2 Cr,Kukatpally,1800 ,Ready to move,"6,666 / sq ft"
OWNER,4 BHK Villa, 78 L,Kundanpally,2200 ,Under Construction,"3,545 / sq ft"
OWNER,2 BHK Apartment in Lunar Gardenia, 70 L,Manikonda,1300 ,Ready to move,"5,384 / sq ft"
OWNER,3 BHK Independent House, 1.4 Cr,Jubilee Hills,756 ,Ready to move,"18,518 / sq ft"
OWNER,6 BHK Apartment in Sri Krishna Krishe Valley, 2.9 Cr,Banjara Hills,2414 ,Ready to move,"12,013 / sq ft"
OWNER,6 BHK Villa in Reputed Builder Lakshmi Vihar Phase 2, 6 Cr,Nallagandla Gachibowli,5740 ,Ready to move,"10,452 / sq ft"
OWNER,2 BHK Apartment, 45 L,Amberpet,935 ,Ready to move,"4,812 / sq ft"
OWNER,3 BHK Apartment, 59 L,Nizampet,1705 ,Ready to move,"3,460 / sq ft"
OWNER,2 BHK Independent House, 45 L,Shadnagar,1136 ,Ready to move,"3,961 / sq ft"
OWNER,3 BHK Apartment in NS Mountain View, 1.1 Cr,Banjara Hills,1602 ,Ready to move,"6,866 / sq ft"
OWNER,Residential Plot, 11.26 L,Shadnagar,1314 ,Resale,856 / sq ft
OWNER,Residential Plot, 30 L,chandrayangutta,900 ,Resale,"3,333 / sq ft"
OWNER,Residential Plot in Sathguru Sathguru Central, 44 L,Medchal,1503 ,Resale,"2,927 / sq ft"
OWNER,2 BHK Apartment, 38 L,Serilingampally,830 ,Ready to move,"4,578 / sq ft"
OWNER,2 BHK Apartment, 64.7 L,Puppalaguda,1290 ,Ready to move,"5,015 / sq ft"
OWNER,5 BHK Villa, 2.5 Cr,Kothapet,4400 ,Ready to move,"5,681 / sq ft"
OWNER,3 BHK Independent House, 93 L,Bandlaguda Jagir,1332 ,Ready to move,"6,981 / sq ft"
OWNER,3 BHK Villa, 1.31 Cr,AS Rao Nagar,3000 ,Ready to move,"4,366 / sq ft"
OWNER,2 BHK Independent House, 60 L,Pasumamula,1300 ,Under Construction,"4,615 / sq ft"
OWNER,2 BHK Apartment in Vaishnavi Fresh Living Apartments, 1.29 Cr,Madhapur,1360 ,Ready to move,"9,485 / sq ft"
OWNER,2 BHK Independent House, 62 L,Chengicherla,1197 ,Ready to move,"5,179 / sq ft"
OWNER,2 BHK Apartment, 53.72 L,Karmanghat,1130 ,Ready to move,"4,753 / sq ft"
AGENT,3 BHK Apartment in Aliens Space Stations, 1.28 Cr,Tellapur,2208 ,Under Construction,"5,800 / sq ft"
AGENT,3 BHK Apartment in Aliens Space Stations, 2.07 Cr,Tellapur,3569 ,Under Construction,"5,800 / sq ft"
AGENT,3 BHK Apartment in Aliens Space Station Township, 1.17 Cr,Tellapur,2132 ,Under Construction,"5,500 / sq ft"
AGENT,3 BHK Apartment in Aliens Space Station Township, 1 Cr,Tellapur,2132 ,Under Construction,"4,700 / sq ft"
OWNER,2 BHK Apartment, 42 L,Mokila,1000 ,Under Construction,"4,200 / sq ft"
OWNER,2 BHK Apartment, 48 L,Mokila,1000 ,Under Construction,"4,800 / sq ft"
OWNER,3 BHK Villa, 95 L,Mokila,2600 ,Under Construction,"3,653 / sq ft"
OWNER,2 BHK Apartment, 87 L,Manikonda,1230 ,Ready to move,"7,073 / sq ft"
OWNER,3 BHK Villa, 95 L,Mokila,2600 ,Under Construction,"3,653 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2000 ,Under Construction,"6,000 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2000 ,Under Construction,"6,000 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2000 ,Under Construction,"6,000 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2000 ,Under Construction,"6,000 / sq ft"
OWNER,2 BHK Apartment, 38 L,Gandi Maisamma,1000 ,Ready to move,"3,800 / sq ft"
AGENT,3 BHK Apartment in Reputed Builder Saraswati Residency, 69.25 L,Aushapur,1150 ,Under Construction,"6,021 / sq ft"
AGENT,3 BHK Apartment in Reputed Builder Saraswati Residency, 76.12 L,Aushapur,1275 ,Under Construction,"5,970 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,3 BHK Apartment in Lanco Hills Apartments, 2.2 Cr,Manikonda,2540 ,Ready to move,"8,661 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,2 BHK Villa, 80 L,Mokila,2600 ,Under Construction,"3,076 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,4 BHK Independent House, 77.99 L,Indresham,1800 ,Ready to move,"4,333 / sq ft"
OWNER,2 BHK Apartment in BRC Sri Hemadurga Sivahills, 82.41 L,Puppalaguda,1230 ,Under Construction,"6,700 / sq ft"
OWNER,9 BHK Independent House, 2.9 Cr,Saidabad,5400 ,Ready to move,"5,370 / sq ft"
OWNER,6 BHK Villa, 1.12 Cr,Sainikpuri,2300 ,Under Construction,"4,869 / sq ft"
OWNER,3 BHK Apartment, 1.03 Cr,Madhapur,1450 ,Under Construction,"7,103 / sq ft"
OWNER,3 BHK Apartment, 1.03 Cr,Madhapur,1450 ,Under Construction,"7,103 / sq ft"
OWNER,3 BHK Apartment, 98 L,Madhapur,1450 ,Under Construction,"6,758 / sq ft"
OWNER,9 BHK Independent House, 2.9 Cr,Saidabad,5400 ,Ready to move,"5,370 / sq ft"
OWNER,9 BHK Independent House, 2.9 Cr,Saidabad,5400 ,Ready to move,"5,370 / sq ft"
OWNER,3 BHK Apartment in Aaditri Aaditris Empire, 66.27 L,Kollur,1665 ,Under Construction,"3,980 / sq ft"
OWNER,3 BHK Apartment in Aaditri Aaditris Empire, 66.27 L,Kollur,1665 ,Under Construction,"3,980 / sq ft"
OWNER,3 BHK Apartment in Aaditri Aaditris Empire, 66.27 L,Kollur,1665 ,Under Construction,"3,980 / sq ft"
OWNER,3 BHK Apartment in Aaditri Aaditris Empire, 66.27 L,Kollur,1665 ,Under Construction,"3,980 / sq ft"
OWNER,2 BHK Apartment in Aaditri Aaditris Empire, 50 L,Kollur,1250 ,Under Construction,"4,000 / sq ft"
OWNER,2 BHK Apartment in Aaditri Aaditris Empire, 50 L,Kollur,1250 ,Under Construction,"4,000 / sq ft"
OWNER,2 BHK Apartment in Aaditri Aaditris Empire, 50 L,Kollur,1250 ,Under Construction,"4,000 / sq ft"
OWNER,3 BHK Apartment in Aaditri Aaditris Empire, 66.27 L,Kollur,1665 ,Under Construction,"3,980 / sq ft"
OWNER,2 BHK Apartment in BRC Sri Hemadurga Sivahills, 82.41 L,Puppalaguda,1230 ,Under Construction,"6,700 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2200 ,Ready to move,"5,454 / sq ft"
OWNER,3 BHK Villa in Lakshmi Srinivasa Bhavnas GLC Cribs, 1.2 Cr,Bahadurpally,2200 ,Ready to move,"5,454 / sq ft"
OWNER,2 BHK Apartment in BRC Sri Hemadurga Sivahills, 82.41 L,Puppalaguda,1230 ,Under Construction,"6,700 / sq ft"
OWNER,4 BHK Independent House, 74.99 L,Patancheru,1820 ,Ready to move,"4,120 / sq ft"
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,Resale,511 / sq ft
OWNER,Residential Plot, 5.56 L,Shamshabad,1089 ,Resale,511 / sq ft
OWNER,2 BHK Apartment in Lunar Gardenia, 70 L,Manikonda,1300 ,Ready to move,"5,384 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 47.6 L,Miyapur,1360 ,Under Construction,"3,500 / sq ft"
OWNER,3 BHK Apartment, 47.6 L,Miyapur,1360 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 44 L,Chandanagar,1240 ,Under Construction,"3,548 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 47.6 L,Miyapur,1360 ,Under Construction,"3,500 / sq ft"
OWNER,3 BHK Apartment, 47.6 L,Miyapur,1360 ,Under Construction,"3,500 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,2 BHK Apartment, 36 L,Miyapur,1020 ,Under Construction,"3,529 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1520 ,Under Construction,"2,368 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,2 BHK Apartment, 26 L,muthangi,1170 ,Under Construction,"2,222 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,3 BHK Apartment, 36 L,muthangi,1560 ,Under Construction,"2,307 / sq ft"
OWNER,2 BHK Independent House, 36 L,Miyapur,1040 ,Under Construction,"3,461 / sq ft"
OWNER,2 BHK Apartment, 35 L,muthangi,1560 ,Under Construction,"2,243 / sq ft"
OWNER,2 BHK Apartment, 35 L,muthangi,1560 ,Under Construction,"2,243 / sq ft"
OWNER,2 BHK Apartment, 35 L,muthangi,1560 ,Under Construction,"2,243 / sq ft"
OWNER,2 BHK Apartment, 35 L,muthangi,1560 ,Under Construction,"2,243 / sq ft"
